build_id,commit_sha,file_changed,status,duration_seconds,trigger_type,data_provenance
1155,cf456871,src/models/user-model.js,passed,234,manual_run,SYNTHETIC_DATA_PROTOTYPE
1156,cf682789,src/auth/validators.js,passed,209,manual_run,SYNTHETIC_DATA_PROTOTYPE
1157,cf353080,src/auth/legacy-jwt.js,passed,78,pr_merge,SYNTHETIC_DATA_PROTOTYPE
1158,cf824156,src/db/connection.js,passed,224,pr_merge,SYNTHETIC_DATA_PROTOTYPE
1159,cf931450,src/models/user-model.js,passed,155,manual_run,SYNTHETIC_DATA_PROTOTYPE
1160,cf825391,src/auth/legacy-jwt.js,failed,86,manual_run,SYNTHETIC_DATA_PROTOTYPE
1161,cf596249,src/controllers/admin-controller.js,passed,178,manual_run,SYNTHETIC_DATA_PROTOTYPE
1162,cf446859,src/utils/logger.js,passed,220,nightly_cron,SYNTHETIC_DATA_PROTOTYPE
1163,cf363615,src/utils/logger.js,passed,99,manual_run,SYNTHETIC_DATA_PROTOTYPE
1164,cf225362,src/controllers/admin-controller.js,passed,79,manual_run,SYNTHETIC_DATA_PROTOTYPE
1165,cf389930,src/controllers/user-controller.js,passed,219,manual_run,SYNTHETIC_DATA_PROTOTYPE
1166,cf338533,src/auth/validators.js,passed,79,manual_run,SYNTHETIC_DATA_PROTOTYPE
1167,cf660081,src/utils/logger.js,passed,33,nightly_cron,SYNTHETIC_DATA_PROTOTYPE
1168,cf406327,src/controllers/user-controller.js,passed,43,nightly_cron,SYNTHETIC_DATA_PROTOTYPE
1169,cf207570,src/controllers/user-controller.js,passed,222,manual_run,SYNTHETIC_DATA_PROTOTYPE
1170,cf561865,src/auth/legacy-jwt.js,passed,150,manual_run,SYNTHETIC_DATA_PROTOTYPE
1171,cf600935,src/utils/logger.js,passed,43,manual_run,SYNTHETIC_DATA_PROTOTYPE
1172,cf177680,src/middleware/auth-middleware.js,passed,132,manual_run,SYNTHETIC_DATA_PROTOTYPE
1173,cf418594,src/auth/legacy-jwt.js,failed,237,nightly_cron,SYNTHETIC_DATA_PROTOTYPE
1174,cf901577,src/middleware/auth-middleware.js,passed,60,nightly_cron,SYNTHETIC_DATA_PROTOTYPE
1175,cf336650,src/db/connection.js,passed,232,nightly_cron,SYNTHETIC_DATA_PROTOTYPE
1176,cf717113,src/db/connection.js,passed,143,manual_run,SYNTHETIC_DATA_PROTOTYPE
1177,cf739244,src/db/connection.js,passed,188,pr_merge,SYNTHETIC_DATA_PROTOTYPE
1178,cf321275,src/middleware/auth-middleware.js,passed,83,nightly_cron,SYNTHETIC_DATA_PROTOTYPE
1179,cf282256,src/auth/validators.js,passed,70,pr_merge,SYNTHETIC_DATA_PROTOTYPE
1180,cf822858,src/middleware/auth-middleware.js,failed,134,manual_run,SYNTHETIC_DATA_PROTOTYPE
1181,cf841296,src/models/user-model.js,passed,89,manual_run,SYNTHETIC_DATA_PROTOTYPE
1182,cf820775,src/auth/validators.js,passed,146,pr_merge,SYNTHETIC_DATA_PROTOTYPE
1183,cf718439,src/controllers/admin-controller.js,passed,231,nightly_cron,SYNTHETIC_DATA_PROTOTYPE
1184,cf779094,src/controllers/admin-controller.js,passed,169,pr_merge,SYNTHETIC_DATA_PROTOTYPE
1185,cf162535,src/controllers/user-controller.js,passed,66,pr_merge,SYNTHETIC_DATA_PROTOTYPE
1186,cf964278,src/controllers/user-controller.js,passed,182,nightly_cron,SYNTHETIC_DATA_PROTOTYPE
1187,cf418862,src/auth/validators.js,passed,149,nightly_cron,SYNTHETIC_DATA_PROTOTYPE
1188,cf617781,src/db/connection.js,passed,158,nightly_cron,SYNTHETIC_DATA_PROTOTYPE
1189,cf870214,src/models/user-model.js,failed,40,manual_run,SYNTHETIC_DATA_PROTOTYPE
1190,cf340044,src/utils/logger.js,passed,36,pr_merge,SYNTHETIC_DATA_PROTOTYPE
1191,cf704238,src/auth/legacy-jwt.js,passed,202,manual_run,SYNTHETIC_DATA_PROTOTYPE
1192,cf644173,src/auth/legacy-jwt.js,passed,74,manual_run,SYNTHETIC_DATA_PROTOTYPE
1193,cf557058,src/models/user-model.js,passed,76,nightly_cron,SYNTHETIC_DATA_PROTOTYPE
1194,cf528184,src/models/user-model.js,passed,150,manual_run,SYNTHETIC_DATA_PROTOTYPE
1195,cf445824,src/utils/logger.js,passed,56,pr_merge,SYNTHETIC_DATA_PROTOTYPE
1196,cf519904,src/db/connection.js,passed,103,nightly_cron,SYNTHETIC_DATA_PROTOTYPE
1197,cf438977,src/auth/legacy-jwt.js,passed,110,manual_run,SYNTHETIC_DATA_PROTOTYPE
1198,cf964998,src/middleware/auth-middleware.js,passed,133,nightly_cron,SYNTHETIC_DATA_PROTOTYPE
1199,cf533321,src/auth/legacy-jwt.js,passed,168,manual_run,SYNTHETIC_DATA_PROTOTYPE
1200,cf893188,src/auth/legacy-jwt.js,failed,122,nightly_cron,SYNTHETIC_DATA_PROTOTYPE
1201,cf313446,src/models/user-model.js,passed,224,pr_merge,SYNTHETIC_DATA_PROTOTYPE
1202,cf832168,src/auth/validators.js,passed,103,manual_run,SYNTHETIC_DATA_PROTOTYPE
1203,cf938141,src/models/user-model.js,failed,191,nightly_cron,SYNTHETIC_DATA_PROTOTYPE
1204,cf114338,src/controllers/admin-controller.js,passed,109,nightly_cron,SYNTHETIC_DATA_PROTOTYPE
1205,cf223172,src/db/connection.js,failed,59,manual_run,SYNTHETIC_DATA_PROTOTYPE
1206,cf633590,src/controllers/user-controller.js,passed,213,manual_run,SYNTHETIC_DATA_PROTOTYPE
1207,cf355570,src/auth/validators.js,passed,153,manual_run,SYNTHETIC_DATA_PROTOTYPE
1208,cf728492,src/models/user-model.js,passed,128,pr_merge,SYNTHETIC_DATA_PROTOTYPE
1209,cf456385,src/controllers/user-controller.js,passed,100,manual_run,SYNTHETIC_DATA_PROTOTYPE
1210,cf413058,src/auth/validators.js,passed,102,nightly_cron,SYNTHETIC_DATA_PROTOTYPE
1211,cf607868,src/models/user-model.js,passed,144,nightly_cron,SYNTHETIC_DATA_PROTOTYPE
1212,cf495533,src/utils/logger.js,passed,225,nightly_cron,SYNTHETIC_DATA_PROTOTYPE
1213,cf350405,src/models/user-model.js,passed,78,nightly_cron,SYNTHETIC_DATA_PROTOTYPE
1214,cf145767,src/db/connection.js,failed,228,manual_run,SYNTHETIC_DATA_PROTOTYPE
1215,cf504832,src/utils/logger.js,passed,210,manual_run,SYNTHETIC_DATA_PROTOTYPE
1216,cf626690,src/controllers/user-controller.js,passed,39,pr_merge,SYNTHETIC_DATA_PROTOTYPE
1217,cf651499,src/utils/logger.js,passed,142,pr_merge,SYNTHETIC_DATA_PROTOTYPE
1218,cf786587,src/models/user-model.js,failed,66,manual_run,SYNTHETIC_DATA_PROTOTYPE
1219,cf455007,src/controllers/user-controller.js,failed,230,manual_run,SYNTHETIC_DATA_PROTOTYPE
1220,cf659543,src/db/connection.js,passed,114,nightly_cron,SYNTHETIC_DATA_PROTOTYPE
1221,cf896290,src/db/connection.js,passed,190,nightly_cron,SYNTHETIC_DATA_PROTOTYPE
1222,cf171744,src/models/user-model.js,passed,39,nightly_cron,SYNTHETIC_DATA_PROTOTYPE
1223,cf883041,src/controllers/admin-controller.js,passed,103,pr_merge,SYNTHETIC_DATA_PROTOTYPE
1224,cf838083,src/middleware/auth-middleware.js,passed,55,nightly_cron,SYNTHETIC_DATA_PROTOTYPE
1225,cf130353,src/middleware/auth-middleware.js,passed,207,manual_run,SYNTHETIC_DATA_PROTOTYPE
1226,cf475876,src/auth/legacy-jwt.js,failed,44,manual_run,SYNTHETIC_DATA_PROTOTYPE
1227,cf532067,src/utils/logger.js,passed,92,nightly_cron,SYNTHETIC_DATA_PROTOTYPE
1228,cf501126,src/controllers/user-controller.js,passed,50,nightly_cron,SYNTHETIC_DATA_PROTOTYPE
1229,cf343467,src/controllers/admin-controller.js,passed,179,pr_merge,SYNTHETIC_DATA_PROTOTYPE
1230,cf799233,src/models/user-model.js,passed,147,manual_run,SYNTHETIC_DATA_PROTOTYPE
1231,cf810526,src/auth/legacy-jwt.js,passed,149,manual_run,SYNTHETIC_DATA_PROTOTYPE
1232,cf413685,src/controllers/user-controller.js,failed,118,nightly_cron,SYNTHETIC_DATA_PROTOTYPE
1233,cf308894,src/db/connection.js,passed,146,manual_run,SYNTHETIC_DATA_PROTOTYPE
1234,cf499889,src/db/connection.js,passed,57,pr_merge,SYNTHETIC_DATA_PROTOTYPE
1235,cf123005,src/utils/logger.js,passed,209,manual_run,SYNTHETIC_DATA_PROTOTYPE
1236,cf916118,src/db/connection.js,passed,174,nightly_cron,SYNTHETIC_DATA_PROTOTYPE
1237,cf973294,src/auth/legacy-jwt.js,passed,220,manual_run,SYNTHETIC_DATA_PROTOTYPE
1238,cf940886,src/auth/validators.js,passed,88,nightly_cron,SYNTHETIC_DATA_PROTOTYPE
1239,cf362801,src/utils/logger.js,passed,78,nightly_cron,SYNTHETIC_DATA_PROTOTYPE
1240,cf141337,src/controllers/user-controller.js,passed,190,nightly_cron,SYNTHETIC_DATA_PROTOTYPE
1241,cf482584,src/auth/validators.js,passed,38,nightly_cron,SYNTHETIC_DATA_PROTOTYPE
1242,cf883790,src/controllers/user-controller.js,failed,105,manual_run,SYNTHETIC_DATA_PROTOTYPE
1243,cf483629,src/db/connection.js,failed,63,nightly_cron,SYNTHETIC_DATA_PROTOTYPE
1244,cf945664,src/auth/validators.js,passed,95,manual_run,SYNTHETIC_DATA_PROTOTYPE
1245,cf591081,src/auth/validators.js,passed,116,pr_merge,SYNTHETIC_DATA_PROTOTYPE
1246,cf859396,src/middleware/auth-middleware.js,failed,87,nightly_cron,SYNTHETIC_DATA_PROTOTYPE
1247,cf483542,src/db/connection.js,passed,235,nightly_cron,SYNTHETIC_DATA_PROTOTYPE
1248,cf662636,src/middleware/auth-middleware.js,passed,33,manual_run,SYNTHETIC_DATA_PROTOTYPE
1249,cf805000,src/middleware/auth-middleware.js,passed,202,nightly_cron,SYNTHETIC_DATA_PROTOTYPE
1250,cf489518,src/auth/validators.js,passed,240,nightly_cron,SYNTHETIC_DATA_PROTOTYPE
1251,cf749641,src/middleware/auth-middleware.js,passed,150,pr_merge,SYNTHETIC_DATA_PROTOTYPE
1252,cf166287,src/utils/logger.js,passed,86,nightly_cron,SYNTHETIC_DATA_PROTOTYPE
1253,cf528129,src/models/user-model.js,passed,107,nightly_cron,SYNTHETIC_DATA_PROTOTYPE
1254,cf616554,src/middleware/auth-middleware.js,failed,39,manual_run,SYNTHETIC_DATA_PROTOTYPE
1255,cf507524,src/middleware/auth-middleware.js,failed,167,pr_merge,SYNTHETIC_DATA_PROTOTYPE
1256,cf666432,src/models/user-model.js,passed,220,nightly_cron,SYNTHETIC_DATA_PROTOTYPE
1257,cf535037,src/db/connection.js,passed,216,pr_merge,SYNTHETIC_DATA_PROTOTYPE
1258,cf393328,src/middleware/auth-middleware.js,passed,187,manual_run,SYNTHETIC_DATA_PROTOTYPE
1259,cf566297,src/auth/legacy-jwt.js,passed,85,manual_run,SYNTHETIC_DATA_PROTOTYPE
1260,cf485178,src/controllers/admin-controller.js,passed,55,nightly_cron,SYNTHETIC_DATA_PROTOTYPE
1261,cf228093,src/utils/logger.js,passed,100,pr_merge,SYNTHETIC_DATA_PROTOTYPE
